Vector_RESET Interrupt_Reset
FluteBoyRabbit_Chillin HauntedGroveRabbit_Idle
FluteBoyRabbit_RunAway HauntedGroveRabbit_Flee
Sprite_FluteBoyBird Sprite_A0_HauntedGroveBird
FluteBoyBird_Chillin HauntedGroveBird_Idle
FluteBoyBird_Rising HauntedGroveBird_Ascending
FluteBoyBird_Falling HauntedGroveBird_Descending
FluteBoyBird_DrawBlink HauntedGroveBird_Blink
Sprite_Zoro Sprite_9C_Zoro
Zoro_Main Zoro
Babusu_Main Babasu
Babusu_Reset Babasu_Reset
Babusu_Hiding Babasu_Hidden
Babusu_TerrorSprinkles Babasu_Telegraph
Babusu_ScurryAcross Babasu_Dart
Sprite_WizzrobeAndBeam Sprite_9B_Wizzrobe
Wizzrobe_Cloaked Wizzrobe_Invisible
Wizzrobe_PhasingIn Wizzrobe_Appear
Wizzrobe_PhasingOut Wizzrobe_Disappear
Wizzrobe_SpawnBeam Wizzrobe_FireBeam
Sprite_Kyameron Sprite_9A_Kyameron
Kyameron_PuddleUp Kyameron_Puddle
Kyameron_Coagulate Kyameron_BuildUp
Kyameron_Disperse Kyameron_Dissipate
Sprite_SpawnSimpleSparkleGarnish_SlotRestricted Sprite_GarnishSpawn_Sparkle_limited
Sprite_SpawnSimpleSparkleGarnish Sprite_GarnishSpawn_Sparkle
Sprite_Pengator Sprite_99_Pengator
Pengator_FacePlayer Pengator_FaceLink
Pengator_SpeedUp Pengator_Accelerate
Pengator_Jump Pengator_Hop
Pengator_SlideAndSparkle Pengator_Slide
LaserBeam_SpawnGarnish LaserBeam_BuildUpGarnish
Sprite_LaserEye Sprite_95_LaserEyeLeft
LaserEye_MonitorFiringZone LaserEye_Reconnaissance
LaserEye_FiringBeam LaserEye_TangoLocked
LaserEye_SpawnBeam LaserEye_FireBeam
j_Sprite_FlyingTile Sprite_94_Tile_bounce
Sprite_Pirogusu Sprite_94_Pirogusu
Pirogusu_WriggleInHole Pirogusu_InHole
Pirogusu_Emerge Pirogusu_Crowning
Pirogusu_SplashIntoPlay Pirogusu_Plop
Sprite_SpawnSmallWaterSplash Sprite_SpawnSmallSplash
Pirogusu_Swim Pirogusu_Active
Pirogusu_SpawnSplashGarnish Pirogusu_SpawnSplash
Sprite_Bumper Sprite_93_Bumper
Sprite_StalfosKnight Sprite_91_StalfosKnight
StalfosKnight_WaitingForPlayer StalfosKnight_Hidden
StalfosKnight_Falling StalfosKnight_EnterBattle
StalfosKnight_Case2 StalfosKnight_Idle
StalfosKnight_Case3 StalfosKnight_ScanForOpponents
StalfosKnight_Case4 StalfosKnight_Squat
StalfosKnight_Case5 StalfosKnight_HopAround
StalfosKnight_Case6 StalfosKnight_Crumble
StalfosKnight_Case7 StalfosKnight_CelebrateStandingUp
StalfosKnight_DrawHead SpriteDraw_StalfosKnight_Head
Sprite_WallMaster Sprite_90_Wallmaster
WallMaster_Descend Wallmaster_Descend
sub_9EAF82 Wallmaster_Ascend
Sprite_Zol Sprite_8F_Blob
Zol_HidingUnseen Blob_Hidden
Zol_PoppingOut Blob_Peeking
Zol_Falling Blob_Falling
Zol_Active Blob_Active
Sprite_Terrorpin Sprite_8E_Terrorpin
Terrorpin_Upright Terrorpin_RightsideUp
Terrorpin_Overturned Terrorpin_UpsideDown
Terrorpin_CheckHammerHitNearby Terrorpin_CheckForHammer
Terrorpin_FormHammerHitBox Terrorpin_SetUpHammerHitBox
Sprite_Arrghus Sprite_8C_Arrghus
Arrghus_JumpWayUp Arrghus_JumpUp
Arrghus_SmooshFromAbove Arrghus_SmashDown
Arrghus_SwimFrantically Arrghus_PingPong
Arrghus_ApproachTargetSpeed Arrghus_Move
Arrghus_Decelerate Arrghus_MakeDecision
Arrghus_Case2 Arrghus_PuffAttack
Arrgi_Initialize Arrghus_HandlePuffs
Sprite_Arrgi Sprite_8D_Arrghi
Sprite_Gibdo Sprite_8B_Gibdo
Gibdo_ApproachTargetDirection Gibdo_Turn
Gibdo_CanMove Gibdo_Walk
Sprite_MothulaBeam Sprite_89_MothulaBeam
Sprite_FlyingTile Sprite_94_Tile
Sprite_SpikeBlock Sprite_8A_SpikeBlock
SpikeBlock_InduceTilemapUpdate SpikeBlock_UpdateTilemap
SpikeBlock_CheckStatueSpriteCollision SpikeBlock_CheckStatueCollision
Sprite_Mothula Sprite_88_Mothula
Mothula_Delay Modula_Dormant
Mothula_Ascend Modula_WakeUp
Mothula_FlyAbout Modula_ActLikeAMoth
Mothula_FireBeams Modula_FireBeams
Mothula_ActivateMovingSpikeBlock Mothula_HandleSpikes
Sprite_Kodondo Sprite_86_Kodongo
Kodondo_ChooseDirection Kodongo_MakeDecision
Kodondo_SetVel Kodongo_SetDirection
Kodondo_Move Kodongo_Move
Kodondo_BreatheFlame Kodongo_ShootFire
Kodondo_SpawnFlames Kodongo_SpawnFire
Sprite_Flame Sprite_87_KodongoFire
Sprite_YellowStalfos Sprite_85_YellowStalfos
YellowStalfos_FacePlayer YellowStalfos_TrackLink
YellowStalfos_PauseThenDetachHead YellowStalfos_DecapitateSelf
YellowStalfos_DelayBeforeAscending YellowStalfos_RegretDecapitatingSelf
YellowStalfos_Neutralized YellowStalfos_Collapsed
YellowStalfos_DetachHead YellowStalfos_EmancipateHead
Goriya_StayStill Mimic_Stationary
Sprite_Eyegore Sprite_83_GreenEyegore
Eyegore_WaitUntilPlayerNearby Eyegore_Dormant
Eyegore_OpeningEye Eyegore_WakingUp
Eyegore_ChasePlayer Eyegore_Chase
Eyegore_ClosingEye Eyegore_GoToSleep
SpritePrep_BubbleGroup SpritePrep_AntifairyCircle
Sprite_BubbleGroup Sprite_82_AntifairyCircle
Sprite_Hover Sprite_81_Hover
Hover_Stopped Hover_Idle
Hover_Moving Hover_Move
CrystalMaiden_Configure CrystalCutscene_Initialize
CrystalMaiden_SpawnAndConfigMaiden CrystalCutscene_SpawnMaiden
CrystalMaiden_InitPolyhedral CrystalCutscene_InitializePolyhedral
Sprite_CrystalMaiden Sprite_AB_CrystalMaiden
CrystalMaiden_Main CrystalMaiden_RunCutscene
CrystalMaiden_GenerateSparkles CrystalMaiden_WaitForCrystalGrowth
CrystalMaiden_FilterPalette CrystalMaiden_Emerge
CrystalMaiden_ShowMessage CrystalMaiden_GiveSpeech
CrystalMaiden_ReadingComprehensionExam CrystalMaiden_DoYouUnderstand
CrystalMaiden_MayTheWayOfTheHero CrystalMaiden_GoodLuckKid
CrystalMaiden_InitiateDungeonExit CrystalMaiden_KickOutOfDungeon
Sprite_SpikeTrap Sprite_7D_BigSpike
Sprite_GuruguruBar Sprite_7E_Firebar_Clockwise
GuruguruBar_Main Firebar_Main
Sprite_Winder Sprite_80_Firesnake
Winder_SpawnFireballGarnish Firesnake_SpawnFireball
Sprite_GreenStalfos Sprite_7C_GreenStalfos
Sprite_Agahnim Sprite_7A_Agahnim
Agahnim_State_0A Agahnim_SpinToPyramid
Agahnim_State_08 Agahnim_ExorciseGanon
Agahnim_State_09 Agahnim_UncloneSelf
Agahnim_State_06 Agahnim_HelloDarkWorld
Agahnim_State_07 Agahnim_CreateClones
Agahnim_State_00 Agahnim_ChooseFirstMove
Agahnim_State_01 Agahnim_HelloLightWorld
sub_9ED514 Agahnim_PrepareToEmerge
Agahnim_State_02 Agahnim_EmergeFromShadow
Agahnim_State_03 Agahnim_Attack
Agahnim_State_04 Agahnim_ChooseWarpSpot
Agahnim_Func1 Agahnim_PerformAttack
Agahnim_State_05 Agahnim_MoveTowardsWarp
nullsub_15 UNREACHABLE_1ED971
Sprite_EnergyBall Sprite_7B_AgahnimBalls
SeekerEnergyBall_SplitIntoSixSmaller CreateSixBlueBalls
Sprite_DashBeeHive Sprite_79_Bee
DashBeeHive_WaitForDash Bee_DormantHive
DashBeeHive_SpawnBee SpawnBeeFromHive
SpawnBee_Init InitializeSpawnedBee
SpawnBee ReleaseBeeFromBottle
Bee_Normal Bee_Main
Bee_PutInbottle Bee_Captured
Sprite_GetEmptyBottleIndex Sprite_Find_EmptyBottle
Bee_DetermineInteractionStatus Bee_HandleInteractions
Sprite_GoodBee Sprite_B2_PlayerBee
GoodBee_WaitingForDash GoldBee_Dormant
GoodBee_SpawnTangibleVersion GoldBee_SpawnSelf
GoodBee_Activated PlayerBee_Main
Bee_SetAltitude Bee_HandleZ
GoodBee_ScanForTargetableSprites PlayerBee_FindTarget
Bee_Buzz Bee_Bzzt
Sprite_HylianPlaque Sprite_B3_PedestalPlaque
Sprite_ThiefChest Sprite_B4_PurpleChest
Sprite_BombShopEntity Sprite_B5_BombShop
Sprite_BombShopGuy Sprite_BombShop_Clerk
Sprite_BombShopBomb Sprite_BombShop_Bomb
Sprite_BombShopSuperBomb Sprite_BombShop_SuperBomb
Sprite_BombShopSnoutPuff Sprite_BombShop_Huff
BombShopGuy_SpawnSnoutPuff BombShop_ClerkExhalation
Sprite_Kiki Sprite_B6_Kiki
Kiki_Fleeing Kiki_Flee
Kiki_Type2 Kiki_OfferInitialService
Kiki_Type2_Case0 Kiki_OfferToFollow
Kiki_Type2_Case1 Kiki_OfferToFollowTransaction
Kiki_Type2_Case2 Kiki_MoveTowardsLink
Kiki_Type2_Case3 Kiki_WaitABit
Kiki_Type2_Case4 Kiki_EndIntroductionCutscene
Kiki_LyingInWait Kiki_Dormant
Kiki_Type1 Kiki_OfferEntranceService
Kiki_Type1_Case0 Kiki_OfferToOpenPOD
Kiki_Type1_Case1 Kiki_VerifyPurchase
Kiki_Type1_Case35 Kiki_DartHead
Kiki_Type1_Case246 Kiki_HopToSpot
Kiki_Type1_Case7 Kiki_WalkOnRoof
Kiki_Type1_Case8 Kiki_ReadyButtonPress
Kiki_Type1_Case9 Kiki_SlamButton
Kiki_InitiatePalaceOpeningProposal Kiki_RevertToSprite
Kiki_TransitionFromTagalong Kiki_SpawnHandlerMonke
Kiki_InitiateFirstBeggingSequence Kiki_SpawnHandler_A
Kiki_AbandonDamagedPlayer Kiki_SpawnHandler_B
Sprite_BlindMaiden Sprite_B7_BlindMaiden
SpritePrep_OldMountainManLong SpritePrep_OldMan
OldMountainMan_TransitionFromTagalong OldMan_RevertToSprite
OldMountainMan_FreezePlayer OldMan_EnableCutscene
Sprite_OldMountainMan Sprite_AD_OldMan
OldMountainMan_Lost OldMan_Lost
OldMountainMan_Supplicate OldMan_Lost_Wait
OldMountainMan_SwitchToTagalong OldMan_Lost_BecomeFollower
OldMountainMan_EnteringDomicile OldMan_Returning
OldMountainMan_GrantMagicMirror OldMan_Returning_GiveMirror
OldMountainMan_ShuffleAway OldMan_Returning_Move
OldMountainMan_ApproachDoor OldMan_Returning_EnterDoor
OldMountainMan_MadeItInside OldMan_Returning_FinishUp
OldMountainMan_SittingAtHome OldMan_Home
Sprite_DialogueTester Sprite_B8_DialogueTester
DialogueTester_IncrementMessageIndex DialogueTester_NextMessage
Sprite_BullyAndBallGuy Sprite_B9_BullyAndPinkBall
Sprite_BallGuy Sprite_PinkBall
BallGuy_Friction PinkBall_HandleDeceleration
BallGuy_DrawDistressMarker PinkBall_Distress
Bully_ChaseBallGuy Bully_ChaseVictim
Bully_KickBallGuy Bully_PuntVictim
Bully_Waiting Bully_Idle
BullyAndBallGuy_SpawnBully SpawnBully
BallGuy_Dialogue PinkBall_HandleMessage
Bully_Dialogue Bully_HandleMessage
Sprite_Whirlpool Sprite_BA_Whirlpool
Sprite_ShopKeeper Sprite_BB_Shopkeeper
ShopKeeper_Type0 Shopkeeper_StandardClerk
ShopKeeper_Type1 ChestGameGuy
ShopKeeper_Type1_Case0 ChestGameGuy_OfferGame
ShopKeeper_Type1_Case1 ChestGameGuy_HandlePayment
ShopKeeper_Type1_Case2 ChestGameGuy_ProctorGame
ShopKeeper_HandleThief NiceThief_Animate
ShopKeeper_Type2 NiceThiefWithGift
ShopKeeper_Type2_Case0 NiceThiefWithGift_WaitForInteraction
ShopKeeper_Type2_Case1 NiceThiefWithGift_GiveRupees
ShopKeeper_Type3 MiniChestGameGuy
ShopKeeper_Type3_Case0 MiniChestGameGuy_OfferGame
ShopKeeper_Type3_Case1 MiniChestGameGuy_VerifyPurchase
ShopKeeper_Type3_Case2 LesserChestGameGuy_AfterGameStart
ShopKeeper_Type4 LostWoodsChestGameGuy
ShopKeeper_Type4_Case0 LostWoodsChestGameGuy_OfferGame
ShopKeeper_Type4_Case1 LostWoodsChestGameGuy_VerifyPurchase
ShopKeeper_Type5_6 NiceThiefUnderRock
ShopKeeper_Type7 ShopItem_RedPotion150
ShopKeeper_SpawnInventoryItem ShopKeeper_SpawnShopItem
ShopKeeper_Type8 ShopItem_FighterShield
ShopKeeper_Type9 ShopItem_FireShield
ShopKeeper_Func1 ShopItem_MakeShieldsDeflect
ShopKeeper_Type10 ShopItem_Heart
ShopKeeper_Type11 ShopItem_Arrows
ShopKeeper_Type12 ShopItem_Bombs
ShopKeeper_Type13 ShopItem_Bee
ShopKeeper_GiveItem ShopItem_HandleReceipt
ShopKeeper_PlaySound ShopItem_PlayBeep
ShopKeeper_CheckPlayerSolicitedDamage ShopItem_CheckForAPress
ShopKeeper_TryToGetPaid ShopItem_HandleCost
ShopKeeper_DrawItemWithPrice SpriteDraw_ShopItem
Sprite_PlayerCantPassThrough Sprite_BehaveAsBarrier
Player_HaltSpecialPlayerMovement Sprite_HaltAllMovement
Sprite_DashApple Sprite_AC_Apple
Apple_SpawnTangibleApple SpawnApple
Sprite_DrinkingGuy Sprite_BC_Drunkard
Pipe_LocateTransitTile Pipe_LocatePath
SomariaPlatform_LocateTransitTile SomariaPlatform_LocatePath
Sprite_SomariaPlatformLong Sprite_SomariaPlatformAndPipe
Sprite_SomariaPlatform_Case0 Sprite_SomariaPlatform_Spawn
Sprite_SomariaPlatform_Case1 Sprite_SomariaPlatformAndPipe_Main
SomariaPlatform_UpdateVel SomariaPlatformAndPipe_HandleMovement
SomariaPlatform_GetTileBelow SomariaPlatformAndPipe_CheckTile
SomariaPlatform_MoveX SomariaPlatform_HandleDragX
SomariaPlatform_MoveY SomariaPlatform_HandleDragY
SomariaPlatform_MoveXY SomariaPlatform_HandleDrag
nullsub_13 SomariaPlatform_HandleTile_DoNothing
SomariaPlatform_ZigZagRisingSlope SomariaPlatform_HandleTile_RisingSlope
SomariaPlatform_ZigZagFallingSlope SomariaPlatform_HandleTile_FallingSlope
SomariaPlatform_TransitTile SomariaPlatform_HandleTile_TJunctionDLR
SomariaPlatform_Tjunc_NoUp SomariaPlatform_HandleTile_TJunctionULR
SomariaPlatform_Tjunc_NoDown SomariaPlatform_HandleTile_TJunctionUDR
SomariaPlatform_Tjunc_NoLeft SomariaPlatform_HandleTile_TJunctionUDL
SomariaPlatform_Tjunc_NoRight SomariaPlatform_HandleTile_4WayJunction
SomariaPlatform_TransitTileNoBack SomariaPlatform_HandleTile_CrossOver
SomariaPlatform_TransitTileQuestion SomariaPlatform_HandleTile_Unknown
SomariaPlatform_Endpoint SomariaPlatform_HandleTile_Station
SomariaPlatform_UpdatePlayerDrag SomariaPlatform_DragLink
Sprite_Pipe Sprite_AE_Pipe_Down
Pipe_LocateTransitEndpoint Pipe_FindEndPoint
Pipe_WaitForPlayer Pipe_Idle
Pipe_DrawPlayerInward Pipe_DragLink
Pipe_DragPlayerAlong Pipe_MoveLink
Pipe_State5 Pipe_Reset
Pipe_SetPlayerDir Pipe_HandlePlayerMovement
Faerie_HandleMovementLong Fairy_HandleMovement
SpawnFairy ReleaseFairy
VWF_Select2Or3 RenderText_Draw_Choose2HiOr3
